Genome	EHI01384	EHI01307	EHI01308	EHI01309	EHI01296	EHI01289	EHI01318	EHI01303	EHI01280	EHI01294	EHI01287	EHI01302	EHI01319	EHI01311	EHI01299	EHI01327	EHI01290	EHI01312	EHI01291	EHI01298	EHI01306	EHI01315	EHI01385	EHI01283	EHI01383	EHI01288	EHI01382	EHI01313	EHI01284	EHI01281	EHI01285	EHI01320	EHI01323	EHI01301	EHI01304	EHI01314	EHI01381	EHI01316	EHI01300	EHI01329	EHI01324	EHI01295	EHI01330	EHI01292	EHI01286	EHI01325	EHI01297	EHI01332	EHI01317	EHI01331	EHI01310	EHI01322	EHI01282	EHI01321	EHI01326	EHI01305	EHI01293	EHI01328
EHA01892_bin.20	377600	600441	21326	1113	154418	277394	198400	3216	513107	466832	225214	394523	419949	54751	206764	441659	13377	82	105	1152692	832094	105566	34253	1536642	739590	126651	57147	1039395	3224	32411	343926	16416	485703	1438859	108291	3927	233461	488258	542582	1421007	409930	422917	595107	1548	324138	189063	589984	583709	203814	705901	211049	987149	626071	5850480	759010	817060	15200	1314360
EHA01892_bin.21	19411	16965	2220	826	61937	13736	86714	38685	35913	11679	2132	55800	1562	17496	42462	36743	8807	1815	9607	74662	64045	3212	1226	117357	137	19179	6609	229485	1248	23469	20372	13921	151090	129224	9275	2048	6067	54006	11421	43201	20506	211255	16839	56538	26959	20708	62389	152032	4593	24055	28677	29466	25879	73446	86889	15839	6594	107094
EHA01892_bin.22	58076	34340	61172	128388	44273	41253	44016	19423	46226	37602	52160	67160	34129	6107	115877	98749	36128	144611	43180	115162	49512	4594	85504	72579	74376	28748	18817	93640	24418	24057	87781	16333	104593	83215	26263	52483	25073	32520	68065	133596	53658	55617	3792	138152	45553	28392	47258	71966	42143	34665	76757	261950	85731	193849	54603	32683	22531	85942
EHA01892_bin.27	31591	5381	8137	18086	16121	13750	14551	6807	57606	8835	8883	4012	6038	16343	16218	15300	6393	2285	13449	31089	48453	5775	54653	19953	111324	7553	5774	39149	6752	13010	17603	12360	30477	19389	12951	19162	37475	9546	22868	15474	14831	7845	8831	47459	11400	9695	37041	19176	7884	13856	9096	30266	16332	76180	20721	23839	4129	11029
EHA01892_bin.5	566	95	302	50719	398	455	864	2592	1412	190	405	979	389	52	50387	11412	608	98603	1340	16747	597	64	2049	271	2056	137620	344	1212	574	306	890	461	524128	12259	340	339	264	132	676	259193	525	99073	115	358	1780131	223	122422	4306	344	85	124135	2153580	7450	1182	368	269	5226	354721
EHA01892_bin.7	48014	35	161	3657	7917	535433	54	3910	12264	59	3342	1179	87	2583	2752	222	90162	107346	1576	3857	7949	135106	90249	7107	94	43	527039	23	13829	7942	9	2058498	84276	62	14204	1705	18352	8	6557	12	4170	77	895183	1154	27	9464	1465	45145	1042	13	88	16493	2264	259	693	93	192	356
EHA01893_bin.18	211271	103213	131046	393286	185756	87035	141461	58320	181921	116707	83702	285205	84961	20778	328525	337529	82503	170620	143327	438285	319234	18762	348265	294066	223700	70203	62943	333850	64186	61760	136274	46822	426635	192604	72122	96495	46278	99220	153221	306775	234820	157130	31429	419678	265775	80694	202082	285812	74652	77460	153994	499714	234977	619968	249866	88611	57374	344847
EHA01893_bin.23	5644	58608	1641	220029	8268	46383	88953	260	109798	57187	18475	22081	1520	1601	82347	210040	655	75	729	227660	2224	246	59917	35160	2623	102709	553	100284	1004	1344	1656	1435	279840	174247	10605	1415	534	44518	24867	135072	47360	17239	95440	528	205205	3514	64804	151285	73325	50193	44338	512603	19576	341466	104430	39746	591	176642
EHA01893_bin.24	23199	5424	4861	13882	13464	7746	10888	3767	35263	6746	4614	3670	3586	10819	9947	11113	3684	85	6805	18908	18991	3874	30888	27857	59601	4442	3639	42943	3116	7385	10416	6004	13009	15431	8088	6899	25629	9473	18841	18627	27452	6991	6835	29149	5924	6679	26803	14651	4543	11816	12168	20461	12671	69677	15755	16159	3053	9564
EHA01893_bin.26	181416	112689	403960	34705	428375	227267	243387	48525	238334	388285	11223	38762	82608	56739	180331	118836	90875	148	17401	658023	67303	5480	184313	712814	66109	19671	13699	396042	203701	108791	204273	204473	64916	66520	50344	54812	25192	38747	92989	67801	259218	12091	46448	35847	13978	117185	64675	352312	31989	281480	9589	26965	43150	951695	535775	296001	15375	271564
EHA01893_bin.29	60275	75492	66363	363472	112543	42562	82282	13495	52217	72440	46890	91186	37028	3951	145760	166390	25573	53557	43263	222873	51026	3938	72614	178212	49090	47043	21279	275613	22137	24184	65408	12981	108964	117513	30159	46092	25406	71646	81471	197891	123396	103336	9205	125350	200617	23830	101952	163945	41498	47896	94057	356295	122539	483637	118451	37390	22294	182286
EHA01893_bin.32	90600	3756	11131	2875	10561	26931	27499	2504	90184	22774	24335	5839	7108	20349	7745	19845	7873	13691	2537	35224	63258	11414	7719	11277	38293	2295	8308	14651	4500	15787	31574	16299	5572	8106	11106	5021	13481	11629	54488	2235	33945	2494	26246	6994	2488	18319	27816	37076	13933	25692	3524	8191	54652	62582	17778	20372	1210	5800
EHA01893_bin.34	28849	115170	47391	567042	165209	27332	105500	8922	52628	108009	26479	135939	21858	1825	193801	245273	18371	44855	36289	292037	44547	2543	60541	258751	21615	65126	25640	470313	15262	15020	34973	5817	111231	140264	27026	21870	14258	107782	75904	228675	167773	129642	13151	53758	349783	15412	152868	231191	18565	73001	63920	384605	183872	715624	168199	22064	14989	311758
EHA01893_bin.4	1026	4166	629	973	23944	39744	9634	642	552	518	85	141	158	46	436	825	121	35	43	1497	173	672	105	6845	47	362	44	1435	349	72	429	165	1160	1191	11692	116	11	7095	383	557	73673	407	286	1980	519	4994	266	2115	351	33370	318	1169	473	58567	1193	329	36	916
EHA01893_bin.6	79125	13149	12850	23981	11534	16400	16094	4286	35419	32721	38385	5740	76196	374185	27850	25108	16374	35078	2719	32894	95140	8840	14548	44416	125240	6338	14390	52993	7372	131124	99007	147391	48636	34622	4977	8027	22142	19580	57539	12863	43116	6727	37837	31249	6656	39398	55315	27279	132225	15339	16022	42195	29389	148545	28490	78111	5392	24325
EHA01893_bin.9	4680	9165	8888	28089	17004	7527	20255	4929	15279	28911	3515	9968	2406	9694	14300	22506	6734	11089	6036	51823	20687	1751	8847	26544	14715	15544	4830	32852	4033	10526	9654	7352	37821	31623	4991	4789	2645	12864	5450	25698	38308	17383	8304	13024	12793	4580	28686	23858	6219	11802	7115	37159	15693	93279	25856	7128	1553	27627
EHA01894_bin.13	4328	7331	3545	14483	15398	21228	4610	474	25963	8303	6671	9353	26757	31188	9606	9405	1359	1249	1525	8401	18469	2308	1531	15953	52205	1063	5084	22653	671	33083	13893	37305	3837	16486	3016	2677	14638	11631	7529	8350	16393	10338	5138	1721	6722	8028	16636	8605	16523	7355	5933	11539	9949	45586	20517	23721	3514	9387
EHA01894_bin.17	4915	9880	2383	3824	12389	10317	6280	1432	16118	10700	4083	12304	11084	9891	9086	18993	3108	3517	2172	19700	22107	5400	5938	18943	23453	4858	18389	15298	1567	3108	10225	4779	12183	15353	2577	2882	6725	10443	7987	28655	12548	6681	9490	6598	11233	10968	18650	10721	5008	10088	6241	13965	16483	66531	40795	14205	449	26473
EHA01894_bin.1	2816	24924	8955	22210	29588	5598	10486	1480	42332	23507	13616	30973	2145	12200	29650	91071	11261	47980	2579	39833	1081	17503	19678	35304	20989	33723	15890	23069	3758	5355	7171	1040	29998	18145	9080	9455	106756	17031	787	20984	33693	3601	14740	8833	139820	1704	8723	24374	2305	22647	20441	20201	15565	127861	40054	6285	1366	7403
EHA01894_bin.20	113869	99426	56124	15967	269714	123789	178008	31594	139082	257034	1524	52560	43379	33955	154637	131459	23786	26	6244	458644	8344	3281	95863	337771	5439	15304	48351	337793	49543	70541	158559	128762	100140	99077	25807	23154	15583	48354	47391	92128	253738	13555	21745	16830	11046	89181	100170	319276	13354	176059	162354	11663	89880	773702	376170	169374	9902	269825
EHA01894_bin.26	66641	37856	97434	75491	67093	72053	61808	21040	96284	39863	37384	62391	67338	13203	107204	94162	47471	726	45679	91258	174491	6914	83838	89933	123771	26651	58051	91548	45293	57683	49721	20431	72754	76965	55854	74035	9088	24599	92150	91280	72356	55860	10805	147480	51258	36654	50732	109315	40487	23151	11306	199530	77160	191813	84575	66345	72382	85635
EHA01894_bin.33	11687	16140	19994	126273	33827	11271	11787	6768	16625	16354	4899	13520	6406	27493	27307	28685	6125	27877	20020	32338	43377	2468	28102	48807	37826	13466	3643	24065	12473	21667	11584	20702	39207	20883	6777	11896	8452	19585	24983	17431	37494	16517	20358	62191	23377	12711	37304	23985	12058	18897	12987	32645	28278	101848	55773	16903	4337	50748
EHA01894_bin.3	3384	161372	175	252648	187729	2464	47369	151	3728	320361	1053	21460	2247	941	273782	344018	39388	310	76	312111	9535	996	469	791192	15432	101252	11571	254026	1537	6096	1945	516	95570	17405	5074	19525	1363	235538	6756	242561	143942	134156	4536	466	50793	7968	47285	185277	48916	70415	204402	137728	297939	1563025	393074	5849	213	537360
EHA01894_bin.5	7448	37224	9322	13696	107573	11368	75812	2133	10434	98327	2262	6748	2793	3091	14657	10516	2616	101	1938	15561	9254	2631	11347	82301	3074	4712	1529	166284	5076	4593	5535	6801	18351	12118	3245	5516	482	3483	5756	8165	14607	5261	9209	1525	10596	8316	4309	97212	7573	5574	10717	16604	8735	42878	141912	12669	1748	10062
EHA01894_bin.7	22872	110041	56910	552589	188290	33391	104886	3076	65152	106076	28371	150454	20356	1547	186415	238971	17671	1670	46716	319103	63728	2258	55709	267895	8705	62174	29087	487903	16955	15976	20853	2823	103231	122578	38318	14148	9603	103744	101186	218591	148698	114699	15981	25900	355424	15254	149705	244430	13728	74665	28835	347335	210294	676860	177894	25716	21089	315553
EHA01894_bin.8	673	1656	589	6749	4826	612	21119	2724	2296	69353	146	10254	484	1072	2728	3030	2193	266	389	13253	374	404	904	6101	749	6773	1066	6692	906	655	2166	3624	4623	3063	435	2114	467	12093	248	6626	6749	2153	148	5476	2995	2237	5572	4365	1872	2206	4699	5440	5929	24481	33295	1220	206	3980
EHA01895_bin.26	14	224	269	56	169	206	14	141	10416	2978	10776	352	4631	899	122	98154	3097	27	5	1863	510	4	28386	721	0	100	6	223	5807	3073	1741	338	140	113	1158	173	545	69	5	1809	266	60	47900	182	186	98	19	12	3846	127	226	216	501	1242	77	149	2348	445
EHA01895_bin.27	99767	105339	108327	223087	235301	116777	159524	8480	174006	145788	27246	113445	58079	15592	241938	361548	33660	3119	69341	351471	114365	6007	39864	179294	54276	103923	75957	255191	41805	111620	88544	90603	499321	290053	41438	141630	8533	87761	89668	270535	293150	78050	73521	31810	207976	65035	150617	318241	74049	135156	206698	428911	198608	605694	183766	64893	38344	317980
EHA01895_bin.29	12649	1834	2904	5400	4202	4799	4377	2236	21599	3076	2526	1303	2288	6501	4706	9532	2102	22	4405	11631	10959	1986	23066	8747	35890	2252	2094	12600	1360	4446	5982	3154	6568	6125	4915	3726	22064	2909	7661	5103	4112	2513	3410	16085	3915	3261	10605	5798	2470	4326	2105	8873	5135	28573	7768	7898	1461	2445
EHA01895_bin.2	151144	692249	3486	14167	225877	171084	315811	680	112319	888922	45957	214946	892566	2583	22647	207325	13035	491	1730	119047	13365	7233	205302	1112849	10846	3730	6061	27151	3540	3216	52768	4627	13157	51282	7046	2624	2044	13987	71599	139311	20882	9624	57643	1612	5515	8401	121607	680811	130598	120389	6629	10480	21330	1104521	22827	23851	1224	494156
EHA01895_bin.6	783	28	5	40	758	24	42	4	55	8032	102	32	13	32	15113	81066	69	0	210	2486	29	52	4	136	33	7184	12	2607	14	12	68	3	3592	29	20	732	324	3270	45	6855	55	77	50	10	14	24	18201	88	16	21	36	10145	58	311	78	88	6	2565
EHA01895_bin.9	5253	8648	3029	15652	18274	26120	4625	455	29629	9946	5603	11505	33140	22853	9502	21813	1140	998	577	8033	20797	2425	377	18397	63004	902	4678	25281	356	38227	16910	45777	3403	19709	2942	722	8800	13070	7879	11823	20756	13362	6061	1144	5265	9747	18291	9119	19168	9583	6859	9401	12002	53791	9630	29238	3746	11007
EHA01896_bin.21	14939	6606	12198	22456	9563	13069	7314	5945	32037	16474	22170	10819	20288	27221	12274	15597	12403	59165	22680	16653	23513	57384	50979	11415	31023	6984	8686	33220	20299	11681	22432	23613	26616	25758	8932	33537	43765	23063	28531	18876	13270	11287	12271	43542	9441	6328	21211	10892	62604	6843	9788	86907	14493	37203	13594	27100	5511	52058
EHA01896_bin.26	4058	5161	468	9534	3038	50	1296	28	451	782	419	963	546	13054	229	4228	151	29	32	29864	3815	2275	83	2893	70	682	126	11770	61	10288	1186	52168	2137	3120	8	88	54	24910	7257	21585	2390	1109	196	42	6699	276	3791	3160	249	59212	11808	30810	1182	68077	37463	1566	115	134009
EHA01896_bin.27	66891	38137	98479	83578	67055	70727	70284	21388	96085	40304	38529	58591	69513	13506	107706	92963	45841	27	51205	115802	170545	6765	74308	84526	115191	30610	51906	77046	46448	57300	50846	20690	105427	109765	52045	76130	9217	29808	90684	108067	72688	72775	10797	140931	82296	37342	60955	124367	42512	18871	21109	254956	82530	211979	78575	66043	76789	140723
EHA01896_bin.29	56227	93225	89829	392712	177443	54261	162467	63127	91049	148501	42634	183744	34628	5046	287485	251272	31709	27071	88522	467739	88970	4261	95271	229724	35572	67230	50912	471704	32653	28237	48561	18364	203693	119098	52801	32970	21816	109573	141673	391683	142276	222758	22278	59616	850639	25442	160798	343793	47595	77393	47198	487966	265893	672752	157450	40430	36033	711238
EHA01896_bin.2	4801	9277	3991	16602	20591	30978	5506	502	31526	10477	5297	12450	35226	23997	10470	11827	1365	2863	1354	10340	21929	2839	703	20070	66077	1145	5306	26709	508	42358	17967	48713	5439	21560	3058	2670	10179	13321	7977	10092	22873	15835	6862	1957	5721	9782	18362	10478	21469	10355	7208	9048	12459	61118	10083	33778	4204	23938
EHA01896_bin.30	58963	44274	71467	148404	60340	47765	64232	21078	52686	58022	55586	120202	35745	6324	160874	125119	37973	206405	51424	170242	60190	4846	87989	94873	76412	42044	20558	147604	26397	26517	93116	18077	137979	102529	39507	58561	26473	45645	79332	210802	70574	95440	5235	151158	151495	32572	95668	114799	46452	50561	88497	401245	111553	248952	73251	37371	27413	261743
EHA01896_bin.35	445	304	349	9072	430	228	1083	1091	753	432	302	2153	335	93	24437	26071	380	18823	859	41787	294	33	622	627	1001	38075	87	3030	380	266	659	360	105774	31960	125	359	152	340	709	532353	912	226041	63	570	292458	175	34319	7620	449	398	19204	1099918	3718	1858	478	337	3008	775485
EHA01896_bin.36	117	6	19	3672	276	34	36	607	159	9	38	70	36	0	325	253	19	992	475	317	4	27	44	19	168	44259	148	206	90	24	151	218	23833	360	40	40	26	7	63	177038	34	63858	15	95	32762	17	13580	92	99	3	687	475805	274	123	30	21	2245	141650
EHA01896_bin.38	8980	1777	4046	5307	7828	2611	5314	1825	11498	3890	1488	1745	1740	3804	6861	4216	1820	234	8438	8413	5418	1208	14471	9137	20544	4146	1301	15794	22344	2578	5738	2270	9298	4634	3571	2407	11960	9509	4598	5777	5382	2287	3028	10940	10339	1894	14307	6531	2408	6105	7842	17004	7245	19174	9200	4347	1308	11537
EHA01896_bin.3	1201	22196	545	1910	1853	690	5118	40	1254	3672	1033	3240	3526	34470	6558	22813	346	3944	946	20283	55844	1307	373	3603	35801	1594	1060	8050	276	8166	10320	15338	18998	62736	229	1225	1224	6344	568	42302	6630	1232	310	2272	619	141874	25293	23235	24282	8665	448	3155	19250	192189	14697	82231	1796	50531
EHA01896_bin.41	9762	3758	4219	12639	10907	4095	6743	1917	15375	4570	2847	5724	3528	3257	8502	7072	2479	931	4085	12162	8730	4032	15073	11457	24037	11118	2914	20135	3110	4140	7084	3428	9449	8914	3805	4536	8823	11926	7385	17663	6333	5285	4701	17224	64093	2829	14677	9757	3272	7758	8970	25665	8528	25632	17500	6444	1933	66807
EHA01896_bin.6	9364	9842	9923	30727	9437	12973	15062	1106	11769	23484	6999	14594	8854	11936	16207	17885	5200	15882	5743	24759	26468	8804	27563	17071	12301	8712	12287	34088	4849	9637	6721	12216	29218	24759	5476	12292	6253	16210	12916	37087	14899	14226	11104	7902	21673	4871	12622	19572	19497	9764	13377	47651	14918	71635	15898	12592	2183	56127
EHA01897_bin.10	3407	28210	388	2477	2933	1529	6828	172	1341	6520	2992	6421	8349	83925	16480	53687	1119	5173	317	51195	139731	2542	572	8873	88875	2744	474	34405	319	18143	25332	31073	31618	132128	412	510	2027	23344	965	164140	8143	1530	678	1616	198	356772	52579	30664	62321	9461	281	1337	43725	445776	61707	210047	3769	42835
EHA01897_bin.11	126	330	165	457	824	346	538	6	1158	351	307	688	502	1120	1216	751	238	200	356	1240	109	2524	503	1370	1111	645	1724	492	193	341	587	875	415	358	213	510	2954	323	35	449236	1558	850	1056	1184	3987	136	23706	1212	120	532	1511	1522	422	2034	581	710	102	851
EHA01897_bin.13	6742	32215	1971	5669	1312	2159	1511	850	6513	3045	2183	1211	2702	8184	15882	132705	2343	5560	1232	51850	5571	6705	10473	1920	3585	25559	7037	208705	1658	2359	4431	4953	19097	50194	677	2063	8838	50760	12231	188935	1588	30126	1680	3556	76097	2507	129320	17561	3305	5186	721	13314	149243	8690	1700	2448	333	79089
EHA01897_bin.20	25563	6125	7266	16728	13103	9806	12589	4979	46571	8020	5886	4860	6056	13177	12157	12880	4733	1846	8713	18743	22629	4146	41806	25533	79139	5609	5334	41944	4045	9848	13401	17993	15441	16367	10447	8576	36448	8872	21188	33195	14363	8688	7696	36523	9464	7429	28189	16824	5438	13297	11435	25812	12314	58799	15010	18286	3632	10828
EHA01897_bin.23	156	54	63	5476	181	53	358	1100	207	66	46	850	35	18	10835	10888	24	10506	391	19524	81	6	154	165	93	27547	10	958	141	24	123	185	55983	13397	26	106	15	36	85	370626	333	118945	25	116	176095	31	21087	2996	80	86	10504	605860	1342	254	93	22	2418	358345
EHA01897_bin.2	263	2458	394	18938	3106	364	13488	1483	1660	45382	98	9164	341	856	6802	4505	1644	2142	262	26756	350	1070	580	5479	495	6906	660	10121	630	409	1548	2186	9148	8734	202	653	298	12959	198	28531	5136	4020	159	2335	20803	1593	9598	5653	1267	5088	14100	10133	4201	24923	11784	880	106	6945
EHA01897_bin.6	22107	66362	55038	282316	129749	29997	94462	3552	63828	86788	25748	174738	19366	1081	156748	167299	16550	2108	44921	315339	54247	2062	53829	151039	5945	53182	27231	352820	15589	14753	19462	2516	108848	82987	37866	12440	9935	74324	99217	685903	92048	123816	16817	19724	469453	13793	103148	209847	13209	54854	24476	535249	189724	465776	111364	24627	19130	388161
EHA01897_bin.8	2095	906	1097	13401	2447	17275	724	424	53818	1520	63173	1867	101028	80086	8932	1344	1661	2897	290	25465	2806	11659	5405	1502	6228	123057	124995	2550	749	1837	4978	22717	76996	190519	2413	1726	87539	7134	1075	281769	16137	505	50195	1724	5052	1932	16395	795	19170	911	15684	2485	2421	5243	2233	1669	1741	13990
EHA01898_bin.14	70	1193	79	170	283	616	134	21	6349	557	368	239	14	112	55	5036	14	108	36	508	163	3650	3910	149	64	20	18	227	18	76	18	237	171	167	94	27	4	363	34	427	219	194	11	38	28	19	180	220	31	24690	70	219	201	945	148	48	12	250
EHA01898_bin.17	36518	53004	47943	312164	96451	94692	106802	7626	191687	111537	27600	28403	24185	10066	123654	256819	13173	231	21736	304252	32818	1525	31974	127916	13288	144876	9877	132281	19217	36473	31138	43706	419801	195490	25797	43836	4415	31570	40157	199725	80867	32112	113568	11134	298753	24221	47432	198478	40203	119748	66634	727547	46354	357011	123848	50413	11337	219370
EHA01898_bin.23	63006	153255	91973	613854	191797	64530	132958	34923	105093	147138	66032	373696	48286	7284	406522	262615	67651	310876	74471	358737	105462	7527	163544	346501	125828	80558	51768	459109	41464	38327	103492	19282	270408	265530	61511	61440	31695	120845	120872	416975	196405	152521	12792	152162	431659	40671	141840	261272	46966	216287	69324	563301	228423	590623	225307	51004	40071	401223
EHA01898_bin.3	10495	10429	2135	192	27672	15466	11451	5174	4026	26557	5391	901	1009	928	324	10100	2585	224	351	20435	17867	424	325	25634	880	174	3350	10841	2610	578	2288	932	526	1346	1755	1118	386	15229	1711	1071	25300	462	551	1752	312	30261	895	32323	2431	89075	267	875	759	140402	9676	3976	86	1141
EHA01898_bin.4	80466	199563	203786	7898	310520	171756	30863	8520	67897	21214	18076	310596	3055	1381	269422	2119429	37456	23	818	36499	18260	64631	149127	462921	1250	23059	376469	19633	113650	6996	11382	455564	133144	17803	44273	21092	389	160852	78316	19626	292010	8999	60712	1493	7448	51791	4955	24292	85354	2383368	11761	10213	954055	925671	25472	27415	114477	11453
EHA01899_bin.21	80367	46568	117042	78435	83239	87205	82124	26079	116856	51255	45952	69434	80321	16023	144649	116448	56204	43	57546	115375	211236	8366	93963	104502	141179	32773	69926	99757	55605	69486	60812	23963	92383	105097	65757	90925	11184	32285	111433	112079	90056	80389	12446	173844	72469	45763	62488	156273	49886	23346	16034	250261	95384	242185	91715	81118	90386	111751
EHA01899_bin.27	41174	4639	811	27803	4678	1108	19783	1467	4383	3061	1667	3086	5298	3357	6023	10546	5972	5262	1411	8330	1384	2196	2771	6502	21169	6931	1974	3227	908	3501	19420	9619	3493	2650	2996	17795	18751	4790	659	4608	7582	108369	3040	466	24128	3192	4735	70252	7260	4447	11394	3374	2605	19979	4341	2227	1881	3494
EHA01899_bin.29	72266	43703	55471	143534	71103	43621	101041	23008	67626	48233	58402	90067	40405	5561	116528	104489	57189	59332	56763	185133	61548	5814	132580	84732	106092	28216	41464	164970	29246	26748	86882	17428	132208	83988	28935	46223	25762	46493	78558	146287	67461	62269	8448	110773	98148	27319	62658	287554	42907	29512	103217	274753	104648	269004	68808	38847	23961	115808
EHA01900_bin.14	42	178	1282	49	137	4895	13	3521	44731	1818	48034	585	22876	1335	132	67704	5775	13	146	1475	811	3	111846	927	2	896	42	1965	10812	16526	2215	366	148	59	5443	3145	917	71	11	2222	293	6	103271	4487	161	136	56	15	6754	85	950	131	2823	1255	112	241	6245	618
EHA01900_bin.15	6285	9444	3832	25277	12898	11732	217	418	154374	27193	34384	49744	27668	3779	28474	14467	27267	3	298	8640	16735	11632	45105	9391	4829	21987	23128	6048	761	388	15310	946	18785	69025	27195	3314	108258	3610	20264	8350	22936	4307	6622	17109	64904	6989	26589	4519	6552	9922	35117	29255	11589	32211	13942	1735	33	5435
EHA01900_bin.25	7721	535	7712	120	3867	8705	2889	47554	74234	6824	566	19	7531	564	2521	3230	14492	0	8714	3710	9567	1970	13335	4267	11953	1570	15875	5147	41268	9435	25323	6866	3590	2165	20646	16224	4428	3321	3127	2112	6809	886	377	38153	837	22951	7121	929	14258	1993	51	2023	6708	6703	3756	3796	996	1218
EHA01900_bin.26	6779	1104	222750	1470	5826	125003	2625	54531	492003	6264	24505	206	44378	90460	1339	2255	243209	151	10271	7141	81429	67908	103620	7544	5849	1673	214003	4273	90935	243957	410257	48752	3408	4220	210668	145716	29114	1381	43805	2521	6674	796	2398	271248	806	32423	3051	2394	93148	2848	458	2862	1663	18455	3732	39857	12147	2199
EHA01900_bin.29	23692	3339	27427	1616	8012	23140	12632	16988	128532	12975	23119	17873	28048	18475	9896	8444	22819	3608	18862	24788	38573	51464	16485	11105	29891	6766	12622	11499	18332	94596	14431	85628	9254	14740	12239	31092	68412	13347	19423	3209	14222	7863	28789	34638	6414	7987	26084	7067	94303	8372	4254	6208	9796	27949	7585	23058	2446	1066
EHA01900_bin.34	7448	8283	64304	3	47216	19445	23959	1599	213774	7943	2748	13263	4508	8166	12949	14459	36687	1	516	37252	15577	3359	65801	25663	20356	5673	12038	12774	13698	15555	139755	9500	14245	11489	23302	10244	5404	6208	5219	10469	8839	7259	10896	1897	7757	6792	11497	32697	19969	4852	1157	938	15304	41899	81399	7992	4209	9363
EHA01900_bin.41	2626	1056	4155	547	1059	4375	3519	12502	53991	7128	714	767	2863	6486	650	340	11465	16	1687	1627	4264	1558	8562	1942	9156	351	11304	1246	4794	5102	8247	18194	417	1002	4073	5317	3640	1376	1464	361	1422	130	766	44113	193	10537	1765	2181	9720	479	344	428	1675	3762	1867	8090	1466	340
EHA01900_bin.46	24428	38986	51470	21253	39707	414593	45394	8328	246321	31895	33721	17328	13202	3447	77238	66954	45132	120	5555	54097	22665	3072	705317	112197	9062	5529	16483	53288	21282	21425	40640	22885	33544	125146	126533	25602	1347	54834	39348	15548	28896	4739	1099802	9232	7548	28690	36079	58010	597332	116620	26157	18712	37474	202584	75870	23602	8017	36815
EHA01900_bin.48	114064	20958	85900	70512	39777	73703	38438	40521	633527	22856	61424	48137	56500	20355	64046	46203	50589	31165	82818	60618	91304	12138	199223	58998	93135	16878	66411	64719	74454	46436	131819	36345	93999	47377	61271	51733	58031	74121	148822	59655	38440	29478	16437	286164	36232	33912	30717	64977	53516	17845	57814	96734	58671	154368	35823	50873	44595	41115
EHA01900_bin.52	5194	5485	6559	373	1114	19164	4317	2673	44109	28537	24581	623	4816	586	1372	5750	3290	223	696	4417	2682	2077	7085	7611	305	3948	4079	4414	3498	1553	8305	1272	3881	3247	1727	924	1908	22299	3231	2487	2998	80	43326	4831	2227	11027	2941	5008	4169	1429	1561	5425	1402	44289	4039	7627	384	3766
EHA01900_bin.6	31689	584	30037	111	17073	100	15167	1173	50289	5829	279	66	3303	426	203	2148	12119	166	2366	199	149	65	53	17266	33	24	467	12187	7672	418	29598	144	328	379	2168	394	79	169	12212	20	1990	63	40	2306	11	32041	3013	14785	5310	920	36	40	261	7437	9053	30290	13	3597
EHA01901_bin.11	34	604	719	1576	564	239	48	48	7178	5363	5043	513	48210	3587	111	37567	8309	6	5	2986	410	12	21241	1356	0	200	10	226	2067	278043	5905	1131	265	194	885	1351	2245	376	9	7356	353	2	12516	146	338	264	23	58	9976	251	474	442	1317	2294	198	496	1016	937
EHA01901_bin.19	19013	4519	836	1112	2035	358	1898	119	7894	709	5173	237	10476	31288	922	511	262	6431	155	779	1174	19821	308	1285	124	186	82	2368	29536	164740	348	1096802	1587	32832	754	13126	935	1660	125740	3527	605	5074	607	56	1501	117	14962	15947	20483	2100	492	2035	1047	10840	1117	1832	11133	1654
EHA01901_bin.21	30838	2073	7406	7498	8577	10847	6165	4259	40390	4825	6551	2370	6914	22609	5986	6729	5429	49	14807	14620	38544	10578	29944	7377	58222	3269	7266	16239	7494	24054	15416	11744	6568	7746	13620	19745	34829	3649	17153	5260	5766	3499	5426	32849	4403	8247	14944	7826	8558	6288	3708	16657	6650	27401	10760	17286	5137	3480
EHA01901_bin.27	84363	28618	151048	113075	69113	92626	38162	29174	172958	28047	93383	44897	59504	6980	80761	67409	63512	45784	120571	79196	152134	9713	221128	88593	119398	24856	91139	92037	55879	63136	121163	19722	57934	57848	95926	76064	38404	24887	233091	82899	43729	39214	12238	180649	57379	49905	49033	74586	56665	17306	60743	148399	75986	200259	54993	68622	56420	67404
EHA01901_bin.3	22956	39680	2816	47055	32554	59754	17506	231	70692	39661	33675	33618	410878	18345	34828	74653	57987	3432	6685	179663	1	2050993	113579	50930	16632	131046	222894	59017	2991	438841	735257	1309	41793	27964	48810	35023	5059635	33920	840	16207	87426	3889	420828	73909	25150	1876	193797	42440	31793	71124	46737	4888	17157	141792	46835	137811	189880	102415
EHA01901_bin.9	120661	123832	160385	870	27390	119924	57411	2848	215403	81493	86703	127778	152714	245390	44059	110922	41635	353	291	233253	792998	33151	16991	255360	268973	33045	384713	236349	32565	423279	162331	157232	66183	272454	45656	48083	90897	121505	197975	430645	110990	135872	221225	5857	100510	73786	184120	164110	97512	163701	67929	298012	167680	922045	162234	352712	5997	167842
