Genome	EHI01384	EHI01307	EHI01308	EHI01309	EHI01296	EHI01289	EHI01318	EHI01303	EHI01280	EHI01294	EHI01287	EHI01302	EHI01319	EHI01311	EHI01299	EHI01327	EHI01290	EHI01312	EHI01291	EHI01298	EHI01306	EHI01315	EHI01385	EHI01283	EHI01383	EHI01288	EHI01382	EHI01313	EHI01284	EHI01281	EHI01285	EHI01320	EHI01323	EHI01301	EHI01304	EHI01314	EHI01381	EHI01316	EHI01300	EHI01329	EHI01324	EHI01295	EHI01330	EHI01292	EHI01286	EHI01325	EHI01297	EHI01332	EHI01317	EHI01331	EHI01310	EHI01322	EHI01282	EHI01321	EHI01326	EHI01305	EHI01293	EHI01328
EHA01872_bin.37	0.6124135	0.7882397	0.02805657	0.017460095	0.9757103	0.69607216	0.029476184	0.071849175	0.67244637	0.03341767	0.43485847	0.02625708	0.46143565	0.4333145	0.029005924	0.023648903	0.34235388	0.0032027955	0.04069854	0.029849945	0.48861966	0.010473474	0.5671904	0.9998967	0.0154737225	0.014084009	0.021547005	0.034391485	0.15331693	0.02487552	0.40051526	0.027697759	0.023567356	0.021114802	0.65032446	0.02432575	0.0714958	0.018860681	0.6078523	0.017946664	0.36234742	0.019621115	0.45495325	0.08814925	0.018051997	0.08808741	0.01668471	0.03031341	0.028857779	0.02883807	0.0028908746	0.015897771	0.02157147	0.96975726	0.029775193	0.04005295	0.027720185	0.023615604
EHA01872_bin.38	0.40350577	0.4542028	0.36249146	0.46223918	0.5680815	0.33952093	0.5186164	0.2607748	0.48141283	0.5793116	0.2599311	0.3548295	0.30959672	0.19861275	0.54802054	0.55393255	0.38863418	0.07503389	0.34479237	0.5813375	0.310882	0.14087485	0.4094742	0.9631175	0.24665664	0.35827094	0.21615082	0.58464766	0.26415932	0.3186676	0.48648012	0.21909426	0.50719297	0.50468546	0.2865631	0.32153052	0.22653517	0.4586326	0.4472373	0.44292396	0.5302204	0.38817668	0.1985548	0.3752474	0.4158473	0.3200693	0.4456879	0.57602245	0.31696993	0.40025356	0.2775338	0.5031622	0.5128788	0.7749004	0.5777909	0.34458464	0.26669142	0.45785812
EHA01872_bin.39	0.31856608	0.4905094	0.36001325	0.88037413	0.7959763	0.28616434	0.3806476	0.12814197	0.30862862	0.5094855	0.21720113	0.23318778	0.2572757	0.37880632	0.7445644	0.7891892	0.22293295	0.56683886	0.3534036	0.7267308	0.38589317	0.10796726	0.35284877	0.91175973	0.34537598	0.54588544	0.21044241	0.6386	0.30860424	0.36543453	0.23265053	0.3621855	0.8324063	0.69880676	0.22609243	0.31589398	0.19842395	0.571741	0.55127215	0.42019796	0.85204375	0.57381463	0.43965068	0.29291514	0.36881614	0.2816918	0.7966495	0.5708297	0.30782104	0.50512457	0.34893498	0.71119756	0.7838887	0.94510794	0.8244206	0.35167113	0.24698858	0.8630908
EHA01872_bin.6	0.072029695	0.9453614	0.2821806	0.9476186	0.69724405	0.0012467216	0.81179345	0.03375381	0.1599745	0.8892958	0.0054739867	0.0016612343	0.22032844	0.007277212	0.89507866	0.94584465	0.23770104	0.00019101966	0.007662435	0.93859607	0.014425805	0.0009289923	0.11107411	0.9996511	0.00029226008	0.76702285	0.01360251	0.95415336	0.323083	0.27071115	0.11364523	0.27185917	0.93471396	0.9294163	0.013324258	0.18873824	0.00054313254	0.9571632	0.30803576	0.9553116	0.9297398	0.9263963	0.042217255	0.02114906	0.91985136	0.13098153	0.93415487	0.9411271	0.16561978	0.8614044	0.7905374	0.9532862	0.97444093	0.96851486	0.9711974	0.28761703	0.122351274	0.9517637
EHA01873_bin.11	0.5227388	0.2597241	0.24920914	0.4862156	0.45107564	0.37930116	0.49087536	0.21655658	0.6807977	0.43118048	0.23745401	0.25417984	0.20046851	0.3804836	0.5030981	0.48544475	0.1945668	0.022927277	0.29724196	0.6420309	0.4719548	0.18940178	0.5806836	0.45506233	0.60137784	0.4280512	0.17799349	0.6950297	0.14015295	0.30275324	0.381765	0.27503487	0.44641057	0.46944207	0.34825918	0.2741074	0.52549416	0.36289272	0.45328394	0.48172542	0.38622162	0.26930216	0.36755425	0.521524	0.7540014	0.26655212	0.6662566	0.5478873	0.24740894	0.4888149	0.24719578	0.6527967	0.5029179	0.7461588	0.4859141	0.46390134	0.1568399	0.4259071
EHA01873_bin.14	0.02234281	0.08580372	0.3066292	0.02425222	0.033179246	0.057702616	0.02406105	0.010855723	0.085121304	0.26625025	0.04596707	0.04353521	0.017788818	0.06360613	0.03477212	0.42772353	0.022909505	0.00017017908	0.012984663	0.047820885	0.003869872	0.0019190527	0.096232295	0.092778794	0	0.049195364	0.010454668	0.4169529	0.057396863	0.055917438	0.15894328	0.059336334	0.12979387	0.03553566	0.014296743	0.027513416	0.44019595	0.02383131	0.012070801	0.027517388	0.09856431	0.028077276	0.2960282	0.03279067	0.9998434	0.053136144	0.05130275	0.029610591	0.017884118	0.024594279	0.45867342	0.32736552	0.17070095	0.23709008	0.06479455	0.047731824	0.055041585	0.23406202
EHA01873_bin.15	0.0076068756	0.0069498015	0.0074028033	0.14173475	0.01930358	0.006892622	0.008961936	0.006852695	0.016955268	0.0064233537	0.0054596784	0.00509639	0.006357794	0.0014728709	0.019283863	0.017568965	0.006131047	0.22642827	0.0087968055	0.020715328	0.004384108	0.0014368872	0.008145646	0.010062153	0.0028175805	0.62262565	0.002004248	0.012862974	0.008342325	0.0064258184	0.0071366215	0.0033943069	0.2438178	0.018126959	0.0048573194	0.0076596187	0.005324123	0.006952266	0.007159789	0.85257244	0.009681612	0.697081	0.0033647313	0.0070814136	0.9974161	0.0054754517	0.9411985	0.012743193	0.0072056316	0.0066708038	0.013283935	0.70245343	0.02203194	0.010709369	0.008355634	0.0063198386	0.08713895	0.9778512
EHA01873_bin.16	0.032695983	0.31852013	0.03706616	0.5519411	0.5254878	0.08552546	0.060155284	0.017176578	0.037055764	0.31387398	0.019540384	0.019183386	0.021527262	0.04486204	0.40659395	0.38858813	0.022731693	0.8165044	0.030638482	0.56278837	0.03904134	0.0073392335	0.02715343	0.4454022	0.026029583	0.27603707	0.011117595	0.4256933	0.027445007	0.03924237	0.025855416	0.031425696	0.56036866	0.40009046	0.023579562	0.020459304	0.030786654	0.36615106	0.49477133	0.6190327	0.46771452	0.3584639	0.5138113	0.024535308	0.99784285	0.14000909	0.54762983	0.18680514	0.030454785	0.35180187	0.017737636	0.5872084	0.3871437	0.5755592	0.4494193	0.03988921	0.015440118	0.58981353
EHA01873_bin.21	0.3705747	0.47059983	0.66184705	0.84124905	0.77461815	0.36395073	0.72511643	0.53580976	0.65256953	0.6100659	0.2505187	0.81680477	0.4417913	0.35521317	0.92052823	0.76466143	0.48031962	0.00087888725	0.4245363	0.9221587	0.6974582	0.057334386	0.87678915	0.5257553	0.6555866	0.52174896	0.283792	0.72426915	0.6640661	0.6190509	0.76659214	0.48369384	0.8449664	0.5257616	0.27500594	0.5332293	0.2033991	0.6098964	0.74983984	0.9436071	0.49104553	0.6249071	0.37065205	0.73764515	0.9584258	0.57234967	0.6247229	0.7366474	0.76425993	0.57359415	0.72277296	0.94040936	0.8055325	0.95008063	0.6173803	0.52966875	0.57793444	0.94940424
EHA01874_bin.12	0.29236627	0.31455588	0.19264011	0.67659765	0.39179736	0.48307383	0.4707397	0.11770342	0.6399263	0.50075376	0.59915227	0.4330385	0.281788	0.59218705	0.5696372	0.46441585	0.26074845	0.5660232	0.13400945	0.67937046	0.19888256	0.5903169	0.6483131	0.4154409	0.6023084	0.9029874	0.30811688	0.5597951	0.15192014	0.50332725	0.2394171	0.62947154	0.6258608	0.58477277	0.2609436	0.26447523	0.63164175	0.668129	0.28783345	0.48899907	0.43379876	0.3005884	0.6585358	0.20274577	0.41378212	0.2949647	0.4899073	0.43308568	0.51649237	0.30690116	0.2890686	0.725537	0.527589	0.6890123	0.45924765	0.5827223	0.30983394	0.49044234
EHA01874_bin.13	0.5347266	0.21999575	0.24742284	0.5168874	0.47365397	0.3820743	0.48224708	0.22553353	0.7118908	0.39351636	0.24109043	0.17267978	0.19704539	0.39685968	0.48294777	0.45798004	0.1909717	0.017517302	0.29646203	0.6027908	0.46420312	0.17973906	0.61572814	0.4593537	0.6682123	0.6329128	0.18664435	0.6638726	0.13936688	0.3159228	0.38735488	0.26676503	0.424219	0.4295997	0.36825296	0.2935222	0.5891496	0.27829486	0.46957302	0.44020092	0.38155687	0.24717952	0.3037708	0.6091201	0.40070963	0.27220887	0.7036319	0.5407803	0.22693644	0.50545305	0.2221163	0.6833873	0.49319327	0.72648215	0.47454256	0.47816765	0.15360095	0.3758543
EHA01874_bin.14	0.6064751	0.39541778	0.6645301	0.7679005	0.8193348	0.5320451	0.6848284	0.27760208	0.6082605	0.5326017	0.4495794	0.52466863	0.51097214	0.6878535	0.7862193	0.82939684	0.45586753	0.7735673	0.63758725	0.76229346	0.6979862	0.2716784	0.64317334	0.8166363	0.63900316	0.83587015	0.41897514	0.7796404	0.57561994	0.6679615	0.49849942	0.6404988	0.841999	0.7517177	0.4625669	0.5753312	0.4515729	0.585437	0.6860362	0.63725865	0.86117905	0.7358206	0.50146574	0.57976526	0.35685453	0.5022992	0.7585604	0.79493004	0.5915589	0.39502347	0.66965824	0.8558807	0.7873186	0.9323868	0.8523886	0.6517119	0.4812511	0.8468742
EHA01874_bin.16	0.7064362	0.8972454	0.7549708	0.9266814	0.93734235	0.77282864	0.878432	0.47939873	0.79900587	0.86905557	0.72076106	0.8265073	0.64367294	0.28783324	0.97483236	0.95928246	0.66018265	0.35204554	0.7798995	0.9652225	0.6857926	0.28916577	0.7682932	0.9387553	0.48028228	0.9791613	0.5274963	0.9289941	0.6557841	0.6537114	0.69804	0.39295816	0.90067464	0.94556564	0.6721269	0.63633853	0.57415444	0.8894302	0.8358837	0.92148507	0.9383633	0.89064634	0.55758774	0.6554659	0.91060746	0.6623093	0.9070606	0.9299377	0.6409868	0.8238566	0.7700063	0.96464324	0.95815456	0.960657	0.94258124	0.6634287	0.5870687	0.92755777
EHA01874_bin.19	0.77409655	0.8998962	0.8121649	0.92389023	0.94576555	0.78126895	0.9567778	0.61397207	0.8184613	0.86356443	0.7104199	0.8600663	0.76707816	0.49686092	0.9759232	0.9686285	0.7226133	0.0004466512	0.74283963	0.9755131	0.8170059	0.3660191	0.76986974	0.931671	0.7410463	0.9415378	0.72842646	0.9237709	0.7169589	0.75796896	0.7489368	0.593996	0.94995004	0.97304887	0.74052936	0.78710234	0.42087343	0.89816254	0.81864905	0.96310794	0.9635662	0.94944274	0.46388286	0.8224725	0.9280699	0.7027469	0.8980259	0.9775529	0.7280713	0.7208748	0.5444928	0.98982906	0.9511581	0.99019486	0.96431315	0.7878879	0.7679984	0.9664126
EHA01874_bin.6	0.00017328403	0.68347085	0.00012696952	0.00044077853	0.09911711	0.5267344	0.00030770907	0.023291904	0.61313564	0.16256008	0.59439516	0.043398272	0.0004821227	0.00011906217	0.6147311	0.2809675	0.001566334	9.6469725e-05	0.00012629175	0.69324434	0.00014798049	0.80439216	0.57545257	0.16624331	0.0002923462	0.98083663	0.7752707	0.28094447	0.08418396	0.00085150916	0.00037254937	0.00011612515	0.29837793	0.81599176	0.22634058	0.002633149	0.0053053834	0.147293	4.8121903e-05	0.00034340512	0.15956952	0.00015792117	0.592332	0.00010211784	0.0003876863	6.7325476e-05	0.000657666	0.00060705893	0.15501127	0.21311225	0.00025009832	0.0004848338	0.0006115774	0.28161344	0.09434491	0.00020898008	0	0.0005273076
EHA01875_bin.10	0.023307594	0.096649446	0.03572677	0.32075724	0.24453965	0.036090318	0.7474337	0.099880084	0.11671775	0.98677516	0.008466107	0.5006768	0.03512419	0.06180491	0.15591286	0.16495158	0.10271321	0.01778182	0.023707096	0.5371766	0.028744146	0.02676395	0.05548679	0.27664027	0.041017503	0.28488198	0.056895033	0.33153912	0.047924887	0.03868042	0.10353353	0.13771422	0.2383214	0.1729556	0.020714162	0.049714655	0.023187079	0.4993984	0.01647545	0.3160671	0.4161143	0.107687674	0.009718545	0.13427319	0.18471627	0.11042227	0.2996376	0.2904597	0.08872666	0.11890169	0.32988518	0.27948207	0.3214397	0.7129387	0.5477661	0.06900992	0.013419262	0.21812525
EHA01875_bin.14	0.5289403	0.23897395	0.23208173	0.48213804	0.4865994	0.3357492	0.50103146	0.2167211	0.6466413	0.7339547	0.21288522	0.24405226	0.18853247	0.38108733	0.4898303	0.46403098	0.2184372	0.014844893	0.2892653	0.58471775	0.46665514	0.17158028	0.57921576	0.54280436	0.5979671	0.35660267	0.19345954	0.647534	0.13925552	0.28630337	0.42291084	0.27169788	0.45223388	0.4500333	0.3578002	0.27905408	0.55213654	0.31017905	0.43914545	0.42740178	0.38712946	0.21928045	0.30383328	0.5149876	0.3963371	0.25708666	0.6531554	0.5714536	0.22596624	0.49735364	0.2569178	0.6340265	0.5080897	0.76761407	0.505614	0.44957444	0.15425678	0.38132274
EHA01875_bin.16	0	0	0	0	0.5361715	0	0.094319396	0	3.7767866e-05	0.99764806	2.7876282e-05	0	0	0.00044647013	0.97044617	0.07103191	0	6.744262e-05	0	0.025836367	0	0	0	0.3125228	0	0.01531397	4.8558682e-05	0.0055163563	0	0	0	0	0.08467915	0.0010422133	0	0.0072428873	3.5519777e-05	0.059585102	0	0.04591808	6.744262e-05	0	0	0	0.00016321114	0	0.37840793	0.17517051	0	0.00013488524	3.147322e-05	0.02050795	0.00013488524	0.6443459	0.008286449	0	0	0.030812284
EHA01875_bin.22	0.75357246	0.9700587	0.567413	0.72663116	0.99774855	0.6561635	0.9925007	0.4833083	0.63883257	0.99841666	0.28870642	0.8436861	0.60476947	0.46074688	0.98892456	0.9521479	0.61228555	0.10473159	0.35081005	0.989046	0.2680401	0.32967797	0.66250736	0.99735326	0.4546254	0.7881245	0.7131976	0.9789967	0.65601474	0.73598397	0.80343735	0.74777114	0.9396043	0.8663022	0.5775926	0.6307845	0.32835013	0.92148006	0.6393772	0.84594756	0.98723346	0.72898567	0.5850924	0.6122272	0.7063307	0.86432093	0.91063017	0.99355894	0.5594469	0.96597946	0.58755887	0.7260419	0.9283638	0.9856849	0.99273205	0.7884778	0.5466336	0.9802599
EHA01876_bin.17	0.17373678	0.6360108	0.37607157	0.57101357	0.6742548	0.073494665	0.7884861	0.09516528	0.44531426	0.6123194	0.045138467	0.40232077	0.2006939	0.44608137	0.6233264	0.6931886	0.15519308	0.28872502	0.0852695	0.9355975	0.3140661	0.19283792	0.24859399	0.77802855	0.21974757	0.46142	0.013325141	0.6034304	0.12162196	0.26109794	0.42864448	0.05661596	0.66701245	0.7826334	0.17132658	0.034524526	0.27817246	0.6032463	0.26050398	0.10343404	0.73283017	0.9217594	0.014840375	0.30513835	0.3097447	0.29912126	0.7610264	0.9177171	0.16442256	0.3485468	0.25147176	0.8213325	0.704585	0.8535732	0.7591926	0.3688439	0.0820542	0.2211386
EHA01876_bin.19	0.7840333	0.90902245	0.8004931	0.9558476	0.94588333	0.7524568	0.91442	0.64978176	0.8095413	0.91795254	0.77299654	0.84261084	0.75361305	0.40969864	0.975191	0.9641464	0.7280482	0.6101912	0.7869527	0.96894157	0.70185304	0.33795318	0.81964576	0.96670157	0.65553665	0.8718057	0.54997563	0.97195154	0.721762	0.7128437	0.8100447	0.6016881	0.96739954	0.9583626	0.69406354	0.767897	0.6777062	0.899962	0.8257756	0.9763899	0.9429963	0.98846185	0.34025395	0.78928775	0.94920605	0.7411789	0.900885	0.9518642	0.7370822	0.7872938	0.7489894	0.9800503	0.9221747	0.97914946	0.95591676	0.7560412	0.62295234	0.9442163
EHA01876_bin.2	0.8116967	0.07270624	0.0033003918	0.04749921	0.053398218	0.03165515	0.45682126	0.0015910007	0.07355159	0.058846254	0.031364884	0.03988588	0.26361594	0.072953925	0.0479938	0.11388766	0.08700915	0.030111661	0.0036363504	0.05387152	0.0007324107	0.031664494	0.03688328	0.048389737	0.6730925	0.06271004	0.03925472	0.027737621	0.03414784	0.16380869	0.69154006	0.4391206	0.051056374	0.02800452	0.053728726	0.37457213	0.12470532	0.030296257	0.00061038556	0.03830682	0.04106381	0.9994657	0.01671667	0.0009336225	0.080534026	0.18742134	0.0021494606	0.72500795	0.3867074	0.061433967	0.012150592	0.047322143	0.03544442	0.11930454	0.048786707	0.015160201	0.10793076	0.0022748609
EHA01876_bin.3	0.5772979	0.20362182	0.27550662	0.5133635	0.46947956	0.3600898	0.43534422	0.24305207	0.68051296	0.3810748	0.27921882	0.24678037	0.22739738	0.40669036	0.39536712	0.49871728	0.22004211	0.015979579	0.32449886	0.6044672	0.49631754	0.24193421	0.586884	0.4465597	0.5990018	0.30942482	0.2085484	0.6756507	0.16923718	0.35708207	0.42614892	0.27236378	0.51958966	0.57188237	0.35650787	0.34033206	0.54918283	0.35590795	0.48180804	0.47444797	0.4097962	0.7299009	0.29292732	0.55608934	0.33420402	0.28811014	0.68466586	0.49475738	0.264489	0.41861674	0.32539475	0.5401709	0.46717632	0.6975026	0.53878766	0.47903836	0.1761614	0.34462494
EHA01876_bin.6	0.49421915	0.8818762	0.5857976	0.8559183	0.96871924	0.52983373	0.98041934	0.11458515	0.6643891	0.97300875	0.47021773	0.842306	0.42692217	0.06653645	0.9930546	0.989227	0.43307483	0.005582865	0.6191958	0.9940807	0.5158086	0.12191442	0.5994389	0.9875683	0.12178726	0.8874719	0.4304206	0.97460467	0.42653266	0.41607997	0.44791687	0.10639877	0.9841423	0.8959867	0.48936382	0.36401293	0.3117938	0.9427211	0.7245379	0.99285424	0.96784604	0.99118185	0.4529042	0.37570018	0.9968814	0.42588156	0.9648353	0.9947149	0.38481608	0.8254914	0.66384584	0.9855821	0.985801	0.9972299	0.97450733	0.49527022	0.43853134	0.99705124
EHA01876_bin.7	0.9081636	0.9734613	0.88333243	0.97355634	0.9910749	0.87951875	0.9924264	0.52028954	0.8908611	0.98453283	0.8081328	0.9180277	0.8709272	0.77829283	0.99348897	0.9807386	0.8403691	0.5791868	0.8592291	0.9956458	0.8643929	0.49500263	0.8015594	0.9897219	0.84634835	0.93865734	0.79738504	0.9904358	0.8666161	0.8802327	0.84169656	0.888416	0.9936132	0.98018026	0.856772	0.8882672	0.6683368	0.97038317	0.90475845	0.9593527	0.9810087	0.9991147	0.75828	0.8408708	0.9809883	0.87617767	0.9525256	0.9937804	0.90940344	0.96811247	0.083018415	0.94566816	0.98449403	0.9916268	0.97479784	0.89614004	0.8591288	0.98633295
EHA01876_bin.8	0.9378249	0.99871045	0.13328981	0.996682	0.9948234	0.8854553	0.99438727	0.042287063	0.896648	0.99448174	0.8767234	0.98831266	0.20740382	0.15872695	0.99868023	0.9976783	0.8579458	0.08249413	0.18199629	0.9983367	0.11691289	0.8983889	0.90363616	0.99635184	0.1153466	0.9983647	0.52861947	0.9997398	0.13884974	0.17464837	0.06918169	0.19817092	0.998915	0.9993848	0.8783838	0.17021196	0.07716292	0.992271	0.939903	0.98009413	0.9974209	0.9995302	0.9106262	0.063206024	0.98861104	0.8933564	0.9924644	0.99706465	0.92704064	0.9956142	0.9422327	0.98709506	0.998386	0.9992547	0.9867696	0.9004966	0.13598405	0.99422157
